areacode	area_fips	msa_title	st_title	component_code	st_fips	cnty_fips	component_title
MT338600000000	33860	Montgomery, AL	Alabama	CN01100000000	01	1	Autauga County
MT193000000000	19300	Daphne-Fairhope-Foley, AL	Alabama	CN01300000000	01	3	Baldwin County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN01700000000	01	7	Bibb County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN01900000000	01	9	Blount County
MT115000000000	11500	Anniston-Oxford-Jacksonville, AL	Alabama	CN011500000000	01	15	Calhoun County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN012100000000	01	21	Chilton County
MT225200000000	22520	Florence-Muscle Shoals, AL	Alabama	CN013300000000	01	33	Colbert County
MT338600000000	33860	Montgomery, AL	Alabama	CN015100000000	01	51	Elmore County
MT234600000000	23460	Gadsden, AL	Alabama	CN015500000000	01	55	Etowah County
MT200200000000	20020	Dothan, AL	Alabama	CN016100000000	01	61	Geneva County
MT462200000000	46220	Tuscaloosa, AL	Alabama	CN016500000000	01	65	Hale County
MT200200000000	20020	Dothan, AL	Alabama	CN016700000000	01	67	Henry County
MT200200000000	20020	Dothan, AL	Alabama	CN016900000000	01	69	Houston County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN017300000000	01	73	Jefferson County
MT225200000000	22520	Florence-Muscle Shoals, AL	Alabama	CN017700000000	01	77	Lauderdale County
MT194600000000	19460	Decatur, AL	Alabama	CN017900000000	01	79	Lawrence County
MT122200000000	12220	Auburn-Opelika, AL	Alabama	CN018100000000	01	81	Lee County
MT266200000000	26620	Huntsville, AL	Alabama	CN018300000000	01	83	Limestone County
MT338600000000	33860	Montgomery, AL	Alabama	CN018500000000	01	85	Lowndes County
MT266200000000	26620	Huntsville, AL	Alabama	CN018900000000	01	89	Madison County
MT336600000000	33660	Mobile, AL	Alabama	CN019700000000	01	97	Mobile County
MT338600000000	33860	Montgomery, AL	Alabama	CN0110100000000	01	101	Montgomery County
MT194600000000	19460	Decatur, AL	Alabama	CN0110300000000	01	103	Morgan County
MT462200000000	46220	Tuscaloosa, AL	Alabama	CN0110700000000	01	107	Pickens County
MT179800000000	17980	Columbus, GA-AL	Alabama	CN0111300000000	01	113	Russell County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN0111500000000	01	115	St. Clair County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN0111700000000	01	117	Shelby County
MT462200000000	46220	Tuscaloosa, AL	Alabama	CN0112500000000	01	125	Tuscaloosa County
MT138200000000	13820	Birmingham-Hoover, AL	Alabama	CN0112700000000	01	127	Walker County
MT112600000000	11260	Anchorage, AK	Alaska	CN022000000000	02	20	Anchorage Municipality
MT218200000000	21820	Fairbanks, AK	Alaska	CN029000000000	02	90	Fairbanks North Star Borough
MT112600000000	11260	Anchorage, AK	Alaska	CN0217000000000	02	170	Matanuska-Susitna Borough
MT434200000000	43420	Sierra Vista-Douglas, AZ	Arizona	CN04300000000	04	3	Cochise County
MT223800000000	22380	Flagstaff, AZ	Arizona	CN04500000000	04	5	Coconino County
MT380600000000	38060	Phoenix-Mesa-Scottsdale, AZ	Arizona	CN041300000000	04	13	Maricopa County
MT294200000000	29420	Lake Havasu City-Kingman, AZ	Arizona	CN041500000000	04	15	Mohave County
MT460600000000	46060	Tucson, AZ	Arizona	CN041900000000	04	19	Pima County
MT380600000000	38060	Phoenix-Mesa-Scottsdale, AZ	Arizona	CN042100000000	04	21	Pinal County
MT391400000000	39140	Prescott, AZ	Arizona	CN042500000000	04	25	Yavapai County
MT497400000000	49740	Yuma, AZ	Arizona	CN042700000000	04	27	Yuma County
MT222200000000	22220	Fayetteville-Springdale-Rogers, AR-MO	Arkansas	CN05700000000	05	7	Benton County
MT382200000000	38220	Pine Bluff, AR	Arkansas	CN052500000000	05	25	Cleveland County
MT278600000000	27860	Jonesboro, AR	Arkansas	CN053100000000	05	31	Craighead County
MT229000000000	22900	Fort Smith, AR-OK	Arkansas	CN053300000000	05	33	Crawford County
MT328200000000	32820	Memphis, TN-MS-AR	Arkansas	CN053500000000	05	35	Crittenden County
MT307800000000	30780	Little Rock-North Little Rock-Conway, AR	Arkansas	CN054500000000	05	45	Faulkner County
MT263000000000	26300	Hot Springs, AR	Arkansas	CN055100000000	05	51	Garland County
MT307800000000	30780	Little Rock-North Little Rock-Conway, AR	Arkansas	CN055300000000	05	53	Grant County
MT382200000000	38220	Pine Bluff, AR	Arkansas	CN056900000000	05	69	Jefferson County
MT382200000000	38220	Pine Bluff, AR	Arkansas	CN057900000000	05	79	Lincoln County
MT455000000000	45500	Texarkana, TX-AR	Arkansas	CN058100000000	05	81	Little River County
MT307800000000	30780	Little Rock-North Little Rock-Conway, AR	Arkansas	CN058500000000	05	85	Lonoke County
MT222200000000	22220	Fayetteville-Springdale-Rogers, AR-MO	Arkansas	CN058700000000	05	87	Madison County
MT455000000000	45500	Texarkana, TX-AR	Arkansas	CN059100000000	05	91	Miller County
MT307800000000	30780	Little Rock-North Little Rock-Conway, AR	Arkansas	CN0510500000000	05	105	Perry County
MT278600000000	27860	Jonesboro, AR	Arkansas	CN0511100000000	05	111	Poinsett County
MT307800000000	30780	Little Rock-North Little Rock-Conway, AR	Arkansas	CN0511900000000	05	119	Pulaski County
MT307800000000	30780	Little Rock-North Little Rock-Conway, AR	Arkansas	CN0512500000000	05	125	Saline County
MT229000000000	22900	Fort Smith, AR-OK	Arkansas	CN0513100000000	05	131	Sebastian County
MT222200000000	22220	Fayetteville-Springdale-Rogers, AR-MO	Arkansas	CN0514300000000	05	143	Washington County
MT418600000000	41860	San Francisco-Oakland-Hayward, CA	California	CN06100000000	06	1	Alameda County
MT170200000000	17020	Chico, CA	California	CN06700000000	06	7	Butte County
MT418600000000	41860	San Francisco-Oakland-Hayward, CA	California	CN061300000000	06	13	Contra Costa County
MT409000000000	40900	Sacramento--Roseville--Arden-Arcade, CA	California	CN061700000000	06	17	El Dorado County
MT234200000000	23420	Fresno, CA	California	CN061900000000	06	19	Fresno County
MT209400000000	20940	El Centro, CA	California	CN062500000000	06	25	Imperial County
MT125400000000	12540	Bakersfield, CA	California	CN062900000000	06	29	Kern County
MT252600000000	25260	Hanford-Corcoran, CA	California	CN063100000000	06	31	Kings County
MT310800000000	31080	Los Angeles-Long Beach-Anaheim, CA	California	CN063700000000	06	37	Los Angeles County
MT314600000000	31460	Madera, CA	California	CN063900000000	06	39	Madera County
MT418600000000	41860	San Francisco-Oakland-Hayward, CA	California	CN064100000000	06	41	Marin County
MT329000000000	32900	Merced, CA	California	CN064700000000	06	47	Merced County
MT415000000000	41500	Salinas, CA	California	CN065300000000	06	53	Monterey County
MT349000000000	34900	Napa, CA	California	CN065500000000	06	55	Napa County
MT310800000000	31080	Los Angeles-Long Beach-Anaheim, CA	California	CN065900000000	06	59	Orange County
MT409000000000	40900	Sacramento--Roseville--Arden-Arcade, CA	California	CN066100000000	06	61	Placer County
MT401400000000	40140	Riverside-San Bernardino-Ontario, CA	California	CN066500000000	06	65	Riverside County
MT409000000000	40900	Sacramento--Roseville--Arden-Arcade, CA	California	CN066700000000	06	67	Sacramento County
MT419400000000	41940	San Jose-Sunnyvale-Santa Clara, CA	California	CN066900000000	06	69	San Benito County
MT401400000000	40140	Riverside-San Bernardino-Ontario, CA	California	CN067100000000	06	71	San Bernardino County
MT417400000000	41740	San Diego-Carlsbad, CA	California	CN067300000000	06	73	San Diego County
MT418600000000	41860	San Francisco-Oakland-Hayward, CA	California	CN067500000000	06	75	San Francisco County
MT447000000000	44700	Stockton-Lodi, CA	California	CN067700000000	06	77	San Joaquin County
MT420200000000	42020	San Luis Obispo-Paso Robles-Arroyo Grande, CA	California	CN067900000000	06	79	San Luis Obispo County
MT418600000000	41860	San Francisco-Oakland-Hayward, CA	California	CN068100000000	06	81	San Mateo County
MT422000000000	42200	Santa Maria-Santa Barbara, CA	California	CN068300000000	06	83	Santa Barbara County
MT419400000000	41940	San Jose-Sunnyvale-Santa Clara, CA	California	CN068500000000	06	85	Santa Clara County
MT421000000000	42100	Santa Cruz-Watsonville, CA	California	CN068700000000	06	87	Santa Cruz County
MT398200000000	39820	Redding, CA	California	CN068900000000	06	89	Shasta County
MT467000000000	46700	Vallejo-Fairfield, CA	California	CN069500000000	06	95	Solano County
MT422200000000	42220	Santa Rosa, CA	California	CN069700000000	06	97	Sonoma County
MT337000000000	33700	Modesto, CA	California	CN069900000000	06	99	Stanislaus County
MT497000000000	49700	Yuba City, CA	California	CN0610100000000	06	101	Sutter County
MT473000000000	47300	Visalia-Porterville, CA	California	CN0610700000000	06	107	Tulare County
MT371000000000	37100	Oxnard-Thousand Oaks-Ventura, CA	California	CN0611100000000	06	111	Ventura County
MT409000000000	40900	Sacramento--Roseville--Arden-Arcade, CA	California	CN0611300000000	06	113	Yolo County
MT497000000000	49700	Yuba City, CA	California	CN0611500000000	06	115	Yuba County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN08100000000	08	1	Adams County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN08500000000	08	5	Arapahoe County
MT145000000000	14500	Boulder, CO	Colorado	CN081300000000	08	13	Boulder County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN081400000000	08	14	Broomfield County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN081900000000	08	19	Clear Creek County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN083100000000	08	31	Denver County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN083500000000	08	35	Douglas County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN083900000000	08	39	Elbert County
MT178200000000	17820	Colorado Springs, CO	Colorado	CN084100000000	08	41	El Paso County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN084700000000	08	47	Gilpin County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN085900000000	08	59	Jefferson County
MT226600000000	22660	Fort Collins, CO	Colorado	CN086900000000	08	69	Larimer County
MT243000000000	24300	Grand Junction, CO	Colorado	CN087700000000	08	77	Mesa County
MT197400000000	19740	Denver-Aurora-Lakewood, CO	Colorado	CN089300000000	08	93	Park County
MT393800000000	39380	Pueblo, CO	Colorado	CN0810100000000	08	101	Pueblo County
MT178200000000	17820	Colorado Springs, CO	Colorado	CN0811900000000	08	119	Teller County
MT245400000000	24540	Greeley, CO	Colorado	CN0812300000000	08	123	Weld County
MT148600000000	14860	Bridgeport-Stamford-Norwalk, CT	Connecticut	CN09100000000	09	1	Fairfield County
MT255400000000	25540	Hartford-West Hartford-East Hartford, CT	Connecticut	CN09300000000	09	3	Hartford County
MT255400000000	25540	Hartford-West Hartford-East Hartford, CT	Connecticut	CN09700000000	09	7	Middlesex County
MT353000000000	35300	New Haven-Milford, CT	Connecticut	CN09900000000	09	9	New Haven County
MT359800000000	35980	Norwich-New London, CT	Connecticut	CN091100000000	09	11	New London County
MT255400000000	25540	Hartford-West Hartford-East Hartford, CT	Connecticut	CN091300000000	09	13	Tolland County
MT493400000000	49340	Worcester, MA-CT	Connecticut	CN091500000000	09	15	Windham County
MT201000000000	20100	Dover, DE	Delaware	CN10100000000	10	1	Kent County
MT379800000000	37980	Philadelphia-Camden-Wilmington, PA-NJ-DE-MD	Delaware	CN10300000000	10	3	New Castle County
MT415400000000	41540	Salisbury, MD-DE	Delaware	CN10500000000	10	5	Sussex County
MT479000000000	47900	Washington-Arlington-Alexandria, DC-VA-MD-WV	District of Columbia	CN11100000000	11	1	District of Columbia
MT235400000000	23540	Gainesville, FL	Florida	CN12100000000	12	1	Alachua County
MT272600000000	27260	Jacksonville, FL	Florida	CN12300000000	12	3	Baker County
MT374600000000	37460	Panama City, FL	Florida	CN12500000000	12	5	Bay County
MT373400000000	37340	Palm Bay-Melbourne-Titusville, FL	Florida	CN12900000000	12	9	Brevard County
MT331000000000	33100	Miami-Fort Lauderdale-West Palm Beach, FL	Florida	CN121100000000	12	11	Broward County
MT394600000000	39460	Punta Gorda, FL	Florida	CN121500000000	12	15	Charlotte County
MT261400000000	26140	Homosassa Springs, FL	Florida	CN121700000000	12	17	Citrus County
MT272600000000	27260	Jacksonville, FL	Florida	CN121900000000	12	19	Clay County
MT349400000000	34940	Naples-Immokalee-Marco Island, FL	Florida	CN122100000000	12	21	Collier County
MT272600000000	27260	Jacksonville, FL	Florida	CN123100000000	12	31	Duval County
MT378600000000	37860	Pensacola-Ferry Pass-Brent, FL	Florida	CN123300000000	12	33	Escambia County
MT196600000000	19660	Deltona-Daytona Beach-Ormond Beach, FL	Florida	CN123500000000	12	35	Flagler County
MT452200000000	45220	Tallahassee, FL	Florida	CN123900000000	12	39	Gadsden County
MT235400000000	23540	Gainesville, FL	Florida	CN124100000000	12	41	Gilchrist County
MT374600000000	37460	Panama City, FL	Florida	CN124500000000	12	45	Gulf County
MT453000000000	45300	Tampa-St. Petersburg-Clearwater, FL	Florida	CN125300000000	12	53	Hernando County
MT427000000000	42700	Sebring, FL	Florida	CN125500000000	12	55	Highlands County
MT453000000000	45300	Tampa-St. Petersburg-Clearwater, FL	Florida	CN125700000000	12	57	Hillsborough County
MT426800000000	42680	Sebastian-Vero Beach, FL	Florida	CN126100000000	12	61	Indian River County
MT452200000000	45220	Tallahassee, FL	Florida	CN126500000000	12	65	Jefferson County
MT367400000000	36740	Orlando-Kissimmee-Sanford, FL	Florida	CN126900000000	12	69	Lake County
MT159800000000	15980	Cape Coral-Fort Myers, FL	Florida	CN127100000000	12	71	Lee County
MT452200000000	45220	Tallahassee, FL	Florida	CN127300000000	12	73	Leon County
MT358400000000	35840	North Port-Sarasota-Bradenton, FL	Florida	CN128100000000	12	81	Manatee County
MT361000000000	36100	Ocala, FL	Florida	CN128300000000	12	83	Marion County
MT389400000000	38940	Port St. Lucie, FL	Florida	CN128500000000	12	85	Martin County
MT331000000000	33100	Miami-Fort Lauderdale-West Palm Beach, FL	Florida	CN128600000000	12	86	Miami-Dade County
MT272600000000	27260	Jacksonville, FL	Florida	CN128900000000	12	89	Nassau County
MT188800000000	18880	Crestview-Fort Walton Beach-Destin, FL	Florida	CN129100000000	12	91	Okaloosa County
MT367400000000	36740	Orlando-Kissimmee-Sanford, FL	Florida	CN129500000000	12	95	Orange County
MT367400000000	36740	Orlando-Kissimmee-Sanford, FL	Florida	CN129700000000	12	97	Osceola County
MT331000000000	33100	Miami-Fort Lauderdale-West Palm Beach, FL	Florida	CN129900000000	12	99	Palm Beach County
MT453000000000	45300	Tampa-St. Petersburg-Clearwater, FL	Florida	CN1210100000000	12	101	Pasco County
MT453000000000	45300	Tampa-St. Petersburg-Clearwater, FL	Florida	CN1210300000000	12	103	Pinellas County
MT294600000000	29460	Lakeland-Winter Haven, FL	Florida	CN1210500000000	12	105	Polk County
MT272600000000	27260	Jacksonville, FL	Florida	CN1210900000000	12	109	St. Johns County
MT389400000000	38940	Port St. Lucie, FL	Florida	CN1211100000000	12	111	St. Lucie County
MT378600000000	37860	Pensacola-Ferry Pass-Brent, FL	Florida	CN1211300000000	12	113	Santa Rosa County
MT358400000000	35840	North Port-Sarasota-Bradenton, FL	Florida	CN1211500000000	12	115	Sarasota County
MT367400000000	36740	Orlando-Kissimmee-Sanford, FL	Florida	CN1211700000000	12	117	Seminole County
MT455400000000	45540	The Villages, FL	Florida	CN1211900000000	12	119	Sumter County
MT196600000000	19660	Deltona-Daytona Beach-Ormond Beach, FL	Florida	CN1212700000000	12	127	Volusia County
MT452200000000	45220	Tallahassee, FL	Florida	CN1212900000000	12	129	Wakulla County
